PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONLINE	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
Journal of Ancient Near Eastern History	2328-9554	2328-9562	2014-02-28	1	1	2014-11-15	1	2	https://www.degruyter.com/openurl?genre=journal&issn=2328-9562		2328-9562		fulltext		De Gruyter	serial								P
Kadmos	0022-7498	1613-0723	1962-01-01	1	1	2014-07-20	53	1-2	https://www.degruyter.com/openurl?genre=journal&issn=1613-0723		1613-0723		fulltext		De Gruyter	serial								P
Klio	0075-6334	2192-7669	1901-06-20		1	2014-11-28	96	2	https://www.degruyter.com/openurl?genre=journal&issn=2192-7669		2192-7669		fulltext		De Gruyter (A)	serial								P
L'Homme	1016-362x	2194-5071	1990-01-01	1	1	2014-01-01	25	2	https://www.degruyter.com/openurl?genre=journal&issn=2194-5071		2194-5071		fulltext		Böhlau Verlag	serial								P
Militärgeschichtliche Zeitschrift	2193-2336	2196-6850	1967-06-15	1-2	1	2014-12-15	73	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6850		2196-6850		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Millennium	1867-030X	1867-0318	2004-01-01	1	1	2014-11-15		11	https://www.degruyter.com/openurl?genre=journal&issn=1867-0318		1867-0318		fulltext		De Gruyter	yearbook								P
Orientalistische Literaturzeitung	0030-5383	2196-6877	1898-06-20		1	2014-12-15	109	6	https://www.degruyter.com/openurl?genre=journal&issn=2196-6877		2196-6877		fulltext		De Gruyter (A)	serial								P
Philologus	0031-7985	2196-7008	1846-06-20		1	2014-11-28	158	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-7008		2196-7008		fulltext		De Gruyter (A)	serial								P
Praehistorische Zeitschrift 	0079-4848	1613-0804	1909-01-01	1	Jan	2014-12-15	89	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-0804		1613-0804		fulltext		De Gruyter	serial								P
Südost-Forschungen	0081-9077	2364-9321	2014-12-20		73	2014-12-20		73	https://www.degruyter.com/openurl?genre=journal&issn=2364-9321		2364-9321		fulltext		Oldenbourg Wissenschaftsverlag	yearbook								P
Trends in Classics	1866-7473	1866-7481	2009-05-20	1	1	2014-12-19	6	2	https://www.degruyter.com/openurl?genre=journal&issn=1866-7481		1866-7481		fulltext		De Gruyter	serial								P
Vierteljahrshefte für Zeitgeschichte	0042-5702	2196-7121	2005-03-15	53	1	2014-10-30	62	4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7121		2196-7121		fulltext		De Gruyter Oldenbourg	serial								P
Zeitschrift für Ägyptische Sprache und Altertumskunde	0044-216X	2196-713X	1863-06-20		1	2014-11-20	141	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-713X		2196-713X		fulltext		De Gruyter (A)	serial								P
Zeitschrift für Assyriologie und Vorderasiatische Archäologie     	0084-5299	1613-1150	1886-01-01	1	Jan	2014-12-12	104	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-1150		1613-1150		fulltext		De Gruyter	serial								P
