PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONLINE	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
Philologus	0031-7985	2196-7008	1995-06-20	139	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-7008		2196-7008		fulltext		De Gruyter (A)	serial								P
Praehistorische Zeitschrift 	0079-4848	1613-0804	1995-01-01	70	Jan				https://www.degruyter.com/openurl?genre=journal&issn=1613-0804		1613-0804		fulltext		De Gruyter	serial								P
Südost-Forschungen	0081-9077	2364-9321	2014-12-20		73				https://www.degruyter.com/openurl?genre=journal&issn=2364-9321		2364-9321		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Trends in Classics	1866-7473	1866-7481	2009-05-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1866-7481		1866-7481		fulltext		De Gruyter	serial								P
Vierteljahrshefte für Zeitgeschichte	0042-5702	2196-7121	2005-03-15	53	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-7121		2196-7121		fulltext		De Gruyter Oldenbourg	serial								P
WerkstattGeschichte	0942-704X	2701-1992	2021-03-20	29	83				https://www.degruyter.com/openurl?genre=journal&issn=2701-1992		2701-1992		fulltext		transcript Verlag	serial								P
Zeitschrift für Ägyptische Sprache und Altertumskunde	0044-216X	2196-713X	1995-06-20	122	1				https://www.degruyter.com/openurl?genre=journal&issn=2196-713X		2196-713X		fulltext		De Gruyter (A)	serial								P
Zeitschrift für Assyriologie und Vorderasiatische Archäologie     	0084-5299	1613-1150	1995-01-01	85	1				https://www.degruyter.com/openurl?genre=journal&issn=1613-1150		1613-1150		fulltext		De Gruyter	serial								P
Zeitschrift für Kunstgeschichte	0044-2992	2569-1619	2018-03-20	81	1				https://www.degruyter.com/openurl?genre=journal&issn=2569-1619		2569-1619		fulltext		Deutscher Kunstverlag (DKV)	serial								P
Zeitschrift für Unternehmensgeschichte	0342-2852	2367-2293	2017-04-20	62	1				https://www.degruyter.com/openurl?genre=journal&issn=2367-2293		2367-2293		fulltext		De Gruyter Oldenbourg	serial								P
