publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_id	status	last_changed
Bio-Algorithms and Med-Systems 	1895-9091	1896-530X	2012-06-20	8	1	2019-12-20	15	4	https://www.degruyter.com/openurl?genre=journal&issn=1896-530X		1896-530X		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Biomedical Engineering / Biomedizinische Technik 	0013-5585	1862-278X	1956-01-01	1	1	2019-12-20	64	6	https://www.degruyter.com/openurl?genre=journal&issn=1862-278X		1862-278X		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Case Reports in Perinatal Medicine	2192-8932	2192-8959	2012-06-20	1	1-2	2019-09-15	8	2	https://www.degruyter.com/openurl?genre=journal&issn=2192-8959		2192-8959		fulltext		De Gruyter	serial								F	JAMED19	current	2022-12-02
Clinical Chemistry and Laboratory Medicine (CCLM)	1434-6621	1437-4331	1963-01-01	1	1	2019-11-15	57	12	https://www.degruyter.com/openurl?genre=journal&issn=1437-4331		1437-4331		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Diagnosis	2194-8011	2194-802X	2014-01-31	1	1	2019-12-30	6	4	https://www.degruyter.com/openurl?genre=journal&issn=2194-802X		2194-802X		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Drug Metabolism and Personalized Therapy	2363-8907	2363-8915	1980-12-01	3	Dez	2019-12-20	34	4	https://www.degruyter.com/openurl?genre=journal&issn=2363-8915		2363-8915		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Epidemiologic Methods	2194-9263	2161-962X	2012-12-01	1	1	2019-12-15	8	1	https://www.degruyter.com/openurl?genre=journal&issn=2161-962X		2161-962X		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Hormone Molecular Biology and Clinical Investigation	1868-1883	1868-1891	2010-03-27		1	2019-12-20	40	1-3	https://www.degruyter.com/openurl?genre=journal&issn=1868-1891		1868-1891		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
International Journal of Adolescent Medicine and Health 	0334-0139	2191-0278	1985-01-01	1	1/2	2019-12-20	31	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0278		2191-0278		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
International Journal of Nursing Education Scholarship	2194-5772	1548-923X	2004-01-01	1	1	2019-01-01	16	1	https://www.degruyter.com/openurl?genre=journal&issn=1548-923X		1548-923X		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1986-12-01	6	Supplement	2019-11-15	30	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0286		2191-0286		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Journal of Complementary and Integrative Medicine	2194-6329	1553-3840	2004-01-01	1	1	2019-12-15	16	4	https://www.degruyter.com/openurl?genre=journal&issn=1553-3840		1553-3840		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Journal of Imagery Research in Sport and Physical Activity	2194-637X	1932-0191	2006-01-01	1	1	2019-12-20	14	1	https://www.degruyter.com/openurl?genre=journal&issn=1932-0191		1932-0191		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Journal of Pediatric Endocrinology and Metabolism	0334-018X	2191-0251	1985-01-01	1	1	2019-12-20	32	12	https://www.degruyter.com/openurl?genre=journal&issn=2191-0251		2191-0251		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Journal of Perinatal Medicine	0300-5577	1619-3997	1973-01-01	1	1	2019-11-20	47	9	https://www.degruyter.com/openurl?genre=journal&issn=1619-3997		1619-3997		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Public Health Forum	0944-5587	1876-4851	1993-07-20	1	1	2019-12-20	27	4	https://www.degruyter.com/openurl?genre=journal&issn=1876-4851		1876-4851		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Reviews on Environmental Health	0048-7554	2191-0308	1986-01-01	6	1/4	2019-12-15	34	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0308		2191-0308		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Scandinavian Journal of Pain	1877-8860	1877-8879	2010-01-20	1	1	2019-10-20	19	4	https://www.degruyter.com/openurl?genre=journal&issn=1877-8879		1877-8879		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Statistical Communications in Infectious Diseases	2194-6310	1948-4690	2009-06-01	1	1	2019-12-31	11	1	https://www.degruyter.com/openurl?genre=journal&issn=1948-4690		1948-4690		fulltext		De Gruyter	serial								P	JAMED19	current	2022-12-02
Turkish Journal of Biochemistry	0250-4685	1303-829X	2015-02-15	40	1	2019-12-15	44	6	https://www.degruyter.com/openurl?genre=journal&issn=1303-829X		1303-829X		fulltext		De Gruyter	serial								F	JAMED19	current	2022-12-02
